MgCl EDTA 21Feb GroupA_X,MgCl EDTA 21Feb GroupA_Y
32.533333,9.77291
32.55,9.77288
32.566667,9.77295
32.583333,9.77321
32.6,9.77337
32.616667,9.77328
32.633333,9.77344
32.65,9.77329
32.666667,9.77321
32.683333,9.7734
32.7,9.77328
32.716667,9.77302
32.733333,9.77301
32.75,9.77295
32.766667,9.77283
32.783333,9.7727
32.8,9.77265
32.816667,9.77279
32.833333,9.77292
32.85,9.77307
32.866667,9.77309
32.883333,9.77293
32.9,9.77295
32.916667,9.77324
32.933333,9.77332
32.95,9.77341
32.966667,9.77358
32.983333,9.77369
33,9.77393
33.016667,9.77425
33.033333,9.77437
33.05,9.77448
33.066667,9.77463
33.083333,9.77452
33.1,9.77426
33.116667,9.77393
33.133333,9.77397
33.15,9.77413
33.166667,9.77416
33.183333,9.77397
33.2,9.7739
33.216667,9.77391
33.233333,9.77348
33.25,9.77317
33.266667,9.77293
33.283333,9.7729
33.3,9.77297
33.316667,9.77284
33.333333,9.77277
33.35,9.77289
33.366667,9.77296
33.383333,9.77294
33.4,9.77326
33.416667,9.77323
33.433333,9.77307
33.45,9.77326
33.466667,9.7733
33.483333,9.77334
33.5,9.77409
33.516667,9.77492
33.533333,9.77259
33.55,9.77199
33.566667,9.75747
33.583333,9.73453
33.6,9.71859
33.616667,9.71417
33.633333,9.71811
33.65,9.72573
33.666667,9.73946
33.683333,9.75096
33.7,9.75548
33.716667,9.75919
33.733333,9.76252
33.75,9.76437
33.766667,9.76526
33.783333,9.76558
33.8,9.76574
33.816667,9.7662
33.833333,9.76621
33.85,9.76604
33.866667,9.76621
33.883333,9.76674
33.9,9.76714
33.916667,9.76714
33.933333,9.76705
33.95,9.76684
33.966667,9.76686
33.983333,9.76695
34,9.76707
34.016667,9.76724
34.033333,9.76735
34.05,9.76746
34.066667,9.76768
34.083333,9.76773
34.1,9.76783
34.116667,9.76792
34.133333,9.76811
34.15,9.76847
34.166667,9.76871
34.183333,9.76889
34.2,9.76901
34.216667,9.76904
34.233333,9.76914
34.25,9.7696
34.266667,9.76995
34.283333,9.77019
34.3,9.77032
34.316667,9.77037
34.333333,9.77045
34.35,9.77059
34.366667,9.77071
34.383333,9.77072
34.4,9.77086
34.416667,9.7708
34.433333,9.77073
34.45,9.77093
34.466667,9.77068
34.483333,9.77068
34.5,9.77073
34.516667,9.77088
34.533333,9.77102
34.55,9.77121
34.566667,9.77134
34.583333,9.77103
34.6,9.77091
34.616667,9.771
34.633333,9.77093
34.65,9.77083
34.666667,9.77086
34.683333,9.77096
34.7,9.7711
34.716667,9.77119
34.733333,9.77117
34.75,9.77123
34.766667,9.77115
34.783333,9.77122
34.8,9.77117
34.816667,9.77115
34.833333,9.77111
34.85,9.77102
34.866667,9.77092
34.883333,9.77077
34.9,9.77059
34.916667,9.7706
34.933333,9.77083
34.95,9.77092
34.966667,9.77096
34.983333,9.77093
35,9.77092
35.016667,9.77092
35.033333,9.77088
35.05,9.77079
35.066667,9.77078
35.083333,9.77079
35.1,9.77109
35.116667,9.77122
35.133333,9.77113
35.15,9.77114
35.166667,9.77119
35.183333,9.77129
35.2,9.77142
35.216667,9.77159
35.233333,9.77152
35.25,9.77142
35.266667,9.77136
35.283333,9.77156
35.3,9.77174
35.316667,9.7721
35.333333,9.77218
35.35,9.77214
35.366667,9.77214
35.383333,9.7724
35.4,9.77239
35.416667,9.77233
35.433333,9.77252
35.45,9.77242
35.466667,9.77238
35.483333,9.77246
35.5,9.77247
35.516667,9.77268
35.533333,9.77287
35.55,9.77305
35.566667,9.77323
35.583333,9.77339
35.6,9.77333
35.616667,9.77318
35.633333,9.77312
35.65,9.7729
35.666667,9.773
35.683333,9.77301
35.7,9.77294
35.716667,9.77303
35.733333,9.7731
35.75,9.77318
35.766667,9.77322
35.783333,9.77315
35.8,9.77303
35.816667,9.77282
35.833333,9.7726
35.85,9.7724
35.866667,9.77213
35.883333,9.77184
35.9,9.77183
35.916667,9.77178
35.933333,9.7715
35.95,9.77153
35.966667,9.77115
35.983333,9.77068
36,9.77033
36.016667,9.77006
36.033333,9.77094
36.05,9.76766
36.066667,9.74692
36.083333,9.7285
36.1,9.71195
36.116667,9.69989
36.133333,9.70631
36.15,9.71589
36.166667,9.72618
36.183333,9.73508
36.2,9.74163
36.216667,9.7485
36.233333,9.75354
36.25,9.75842
36.266667,9.75989
36.283333,9.75961
36.3,9.76035
36.316667,9.76075
36.333333,9.76116
36.35,9.76131
36.366667,9.76234
36.383333,9.76225
36.4,9.76182
36.416667,9.77275
36.433333,9.7974
36.45,9.8027
36.466667,9.80095
36.483333,9.79305
36.5,9.78546
36.516667,9.78215
36.533333,9.77981
36.55,9.77681
36.566667,9.77444
36.583333,9.77241
36.6,9.77129
36.616667,9.77073
36.633333,9.7704
36.65,9.77003
36.666667,9.76962
36.683333,9.76922
36.7,9.76864
36.716667,9.76794
36.733333,9.76741
36.75,9.76705
36.766667,9.76678
36.783333,9.76663
36.8,9.76664
36.816667,9.76675
36.833333,9.76672
36.85,9.76664
36.866667,9.7664
36.883333,9.76612
36.9,9.76589
36.916667,9.76584
36.933333,9.76569
36.95,9.76564
36.966667,9.76579
36.983333,9.76581
37,9.7658
37.016667,9.76595
37.033333,9.76591
37.05,9.76594
37.066667,9.76595
37.083333,9.76597
37.1,9.76602
37.116667,9.76609
37.133333,9.76605
37.15,9.76599
37.166667,9.76607
37.183333,9.76593
37.2,9.76606
37.216667,9.7663
37.233333,9.7665
37.25,9.76653
37.266667,9.76664
37.283333,9.7667
37.3,9.76674
37.316667,9.76681
37.333333,9.76683
37.35,9.7668
37.366667,9.76705
37.383333,9.76734
37.4,9.76771
37.416667,9.76791
37.433333,9.76811
37.45,9.76825
37.466667,9.76843
37.483333,9.76845
37.5,9.7687
37.516667,9.76897
37.533333,9.76905
37.55,9.76873
37.566667,9.76869
37.583333,9.7689
37.6,9.76882
37.616667,9.76878
37.633333,9.76867
37.65,9.76866
37.666667,9.76874
37.683333,9.76847
37.7,9.76803
37.716667,9.7678
37.733333,9.76788
37.75,9.76775
37.766667,9.76778
37.783333,9.76788
37.8,9.76799
37.816667,9.76798
37.833333,9.76798
37.85,9.76809
37.866667,9.76814
37.883333,9.76819
37.9,9.76817
37.916667,9.76821
37.933333,9.76845
37.95,9.76855
37.966667,9.76854
37.983333,9.7686
38,9.76863
38.016667,9.76866
38.033333,9.7687
38.05,9.76871
38.066667,9.76885
38.083333,9.76904
38.1,9.7691
38.116667,9.76916
38.133333,9.76942
38.15,9.76948
38.166667,9.76965
38.183333,9.76979
38.2,9.76996
38.216667,9.77016
38.233333,9.77
38.25,9.76977
38.266667,9.76987
38.283333,9.77007
38.3,9.76994
38.316667,9.7697
38.333333,9.76961
38.35,9.76963
38.366667,9.76953
38.383333,9.76936
38.4,9.76932
38.416667,9.769
38.433333,9.76903
38.45,9.76874
38.466667,9.76853
38.483333,9.76821
38.5,9.76863
38.516667,9.76876
38.533333,9.76767
38.55,9.76612
38.566667,9.75037
38.583333,9.72758
38.6,9.70476
38.616667,9.69192
38.633333,9.69637
38.65,9.70302
38.666667,9.70876
38.683333,9.7237
38.7,9.73346
38.716667,9.73798
38.733333,9.74215
38.75,9.74856
38.766667,9.75004
38.783333,9.75134
38.8,9.75255
38.816667,9.75332
38.833333,9.75392
38.85,9.75424
38.866667,9.75487
38.883333,9.75553
38.9,9.75604
38.916667,9.75669
38.933333,9.75737
38.95,9.75789
38.966667,9.75843
38.983333,9.75904
39,9.75961
39.016667,9.76005
39.033333,9.76044
39.05,9.76088
39.066667,9.7614
39.083333,9.76174
39.1,9.76195
39.116667,9.7621
39.133333,9.76226
39.15,9.76251
39.166667,9.76267
39.183333,9.76284
39.2,9.76322
39.216667,9.76337
39.233333,9.76341
39.25,9.76342
39.266667,9.76382
39.283333,9.76424
39.3,9.76444
39.316667,9.76474
39.333333,9.76469
39.35,9.7647
39.366667,9.76461
39.383333,9.76463
39.4,9.76476
39.416667,9.76503
39.433333,9.76569
39.45,9.76608
39.466667,9.76614
39.483333,9.76609
39.5,9.766
39.516667,9.76606
39.533333,9.76592
39.55,9.76574
39.566667,9.76592
39.583333,9.76608
39.6,9.76596
39.616667,9.76591
39.633333,9.76598
39.65,9.76611
39.666667,9.76635
39.683333,9.76636
39.7,9.76648
39.716667,9.76674
39.733333,9.76671
39.75,9.76664
39.766667,9.7667
39.783333,9.76662
39.8,9.76666
39.816667,9.76693
39.833333,9.7669
39.85,9.76676
39.866667,9.76664
39.883333,9.76657
39.9,9.76675
39.916667,9.76699
39.933333,9.76699
39.95,9.76695
39.966667,9.76703
39.983333,9.76713
40,9.76727
40.016667,9.76709
40.033333,9.76694
40.05,9.76666
40.066667,9.76631
40.083333,9.76613
40.1,9.76606
40.116667,9.76605
40.133333,9.76595
40.15,9.76588
40.166667,9.76586
40.183333,9.76561
40.2,9.76536
40.216667,9.76545
40.233333,9.76508
40.25,9.76483
40.266667,9.76476
40.283333,9.7648
40.3,9.7647
40.316667,9.76476
40.333333,9.76474
40.35,9.765
40.366667,9.76537
40.383333,9.76559
40.4,9.76571
40.416667,9.7656
40.433333,9.76539
40.45,9.76529
40.466667,9.76525
40.483333,9.76546
40.5,9.7654
40.516667,9.76573
40.533333,9.7659
40.55,9.76579
40.566667,9.76572
40.583333,9.76565
40.6,9.76551
40.616667,9.76534
40.633333,9.76537
40.65,9.76511
40.666667,9.76504
40.683333,9.7649
40.7,9.76482
40.716667,9.76491
40.733333,9.76506
40.75,9.76523
40.766667,9.76517
40.783333,9.76502
40.8,9.76513
40.816667,9.76517
40.833333,9.76519
40.85,9.7653
40.866667,9.76545
40.883333,9.76546
40.9,9.76569
40.916667,9.76578
40.933333,9.76579
40.95,9.76539
40.966667,9.76523
40.983333,9.76567
41,9.76676
41.016667,9.76675
41.033333,9.76683
41.05,9.76314
41.066667,9.74849
41.083333,9.72421
41.1,9.70404
41.116667,9.69038
41.133333,9.6913
41.15,9.69408
41.166667,9.70434
41.183333,9.71632
41.2,9.7273
41.216667,9.73147
41.233333,9.73559
41.25,9.73886
41.266667,9.74188
41.283333,9.74438
41.3,9.74616
41.316667,9.74786
41.333333,9.74905
41.35,9.74995
41.366667,9.75099
41.383333,9.75275
41.4,9.75385
41.416667,9.75416
41.433333,9.75471
41.45,9.75542
41.466667,9.75616
41.483333,9.75674
41.5,9.75713
41.516667,9.75728
41.533333,9.75751
41.55,9.75776
41.566667,9.75791
41.583333,9.758
41.6,9.75824
41.616667,9.75844
41.633333,9.75874
41.65,9.75878
41.666667,9.75884
41.683333,9.75918
41.7,9.75956
41.716667,9.75973
41.733333,9.76004
41.75,9.76026
41.766667,9.76055
41.783333,9.76073
41.8,9.76074
41.816667,9.76082
41.833333,9.76101
41.85,9.76123
41.866667,9.76141
41.883333,9.76163
41.9,9.76187
41.916667,9.76211
41.933333,9.76222
41.95,9.76234
41.966667,9.76237
41.983333,9.76237
42,9.76226
42.016667,9.76211
42.033333,9.76206
42.05,9.76209
42.066667,9.76208
42.083333,9.76211
42.1,9.76216
42.116667,9.76217
42.133333,9.7622
42.15,9.76225
42.166667,9.76238
42.183333,9.7627
42.2,9.76309
42.216667,9.76311
42.233333,9.76312
42.25,9.76298
42.266667,9.76284
42.283333,9.76287
42.3,9.76305
42.316667,9.76339
42.333333,9.76334
42.35,9.76317
42.366667,9.76316
42.383333,9.76344
42.4,9.76327
42.416667,9.76304
42.433333,9.76286
42.45,9.76272
42.466667,9.7626
42.483333,9.76261
42.5,9.76249
42.516667,9.76224
42.533333,9.76206
42.55,9.76209
42.566667,9.76221
42.583333,9.76232
42.6,9.76235
42.616667,9.76244
42.633333,9.76248
42.65,9.76265
42.666667,9.76283
42.683333,9.76322
42.7,9.76393
42.716667,9.7643
42.733333,9.76435
42.75,9.76485
42.766667,9.76534
42.783333,9.75963
42.8,9.78266
42.816667,9.80024
42.833333,9.80367
42.85,9.80141
42.866667,9.79527
42.883333,9.78446
42.9,9.77946
42.916667,9.77393
42.933333,9.77173
42.95,9.77139
42.966667,9.77144
42.983333,9.77093
43,9.77009
43.016667,9.76934
43.033333,9.7686
43.05,9.76793
43.066667,9.76733
43.083333,9.767
43.1,9.76667
43.116667,9.76613
43.133333,9.7658
43.15,9.76539
43.166667,9.76484
43.183333,9.76427
43.2,9.76383
43.216667,9.76348
43.233333,9.76302
43.25,9.76284
43.266667,9.76253
43.283333,9.76255
43.3,9.76238
43.316667,9.76215
43.333333,9.76201
43.35,9.76197
43.366667,9.76192
43.383333,9.76165
43.4,9.76136
43.416667,9.76139
43.433333,9.76132
43.45,9.76132
43.466667,9.76126
43.483333,9.76162
43.5,9.76084
43.516667,9.76161
43.533333,9.76223
43.55,9.76241
43.566667,9.74517
43.583333,9.7223
43.6,9.70294
43.616667,9.68228
43.633333,9.67813
43.65,9.68444
43.666667,9.69039
43.683333,9.70189
43.7,9.71316
43.716667,9.72098
43.733333,9.72627
43.75,9.73244
43.766667,9.73587
43.783333,9.73726
43.8,9.73959
43.816667,9.74079
43.833333,9.74228
43.85,9.74395
43.866667,9.7454
43.883333,9.74713
43.9,9.74856
43.916667,9.7496
43.933333,9.75022
43.95,9.75104
43.966667,9.75161
43.983333,9.75198
44,9.75248
44.016667,9.75332
44.033333,9.75393
44.05,9.75424
44.066667,9.75471
44.083333,9.75514
44.1,9.75535
44.116667,9.75561
44.133333,9.75591
44.15,9.75624
44.166667,9.75673
44.183333,9.75704
44.2,9.75719
44.216667,9.75724
44.233333,9.75728
44.25,9.75745
44.266667,9.75774
44.283333,9.75792
44.3,9.75808
44.316667,9.758
44.333333,9.75793
44.35,9.75811
44.366667,9.75826
44.383333,9.75821
44.4,9.7583
44.416667,9.75832
44.433333,9.75828
44.45,9.75827
44.466667,9.75805
44.483333,9.75791
44.5,9.7579
44.516667,9.75788
44.533333,9.75793
44.55,9.7581
44.566667,9.75825
44.583333,9.75837
44.6,9.75841
44.616667,9.75847
44.633333,9.75867
44.65,9.75872
44.666667,9.75874
44.683333,9.75852
44.7,9.75837
44.716667,9.75834
44.733333,9.75844
44.75,9.75854
44.766667,9.75873
44.783333,9.75891
44.8,9.75906
44.816667,9.75897
44.833333,9.75884
44.85,9.75881
44.866667,9.75869
44.883333,9.75857
44.9,9.75867
44.916667,9.75856
44.933333,9.75873
44.95,9.75868
44.966667,9.75868
44.983333,9.75876
45,9.75913
45.016667,9.75926
45.033333,9.75943
45.05,9.7594
45.066667,9.75927
45.083333,9.75933
45.1,9.75943
45.116667,9.7595
45.133333,9.75955
45.15,9.75968
45.166667,9.75971
45.183333,9.7598
45.2,9.75979
45.216667,9.76007
45.233333,9.7604
45.25,9.76074
45.266667,9.76099
45.283333,9.76117
45.3,9.76138
45.316667,9.76153
45.333333,9.7616
45.35,9.76169
45.366667,9.76182
45.383333,9.76204
45.4,9.76206
45.416667,9.76211
45.433333,9.76227
45.45,9.76243
45.466667,9.76228
45.483333,9.76237
45.5,9.7626
45.516667,9.76267
45.533333,9.76265
45.55,9.76262
45.566667,9.76267
45.583333,9.7625
45.6,9.7622
45.616667,9.76202
45.633333,9.76194
45.65,9.76185
45.666667,9.76157
45.683333,9.7613
45.7,9.76113
45.716667,9.761
45.733333,9.76074
45.75,9.76055
45.766667,9.76044
45.783333,9.76035
45.8,9.7602
45.816667,9.75986
45.833333,9.75955
45.85,9.7595
45.866667,9.7596
45.883333,9.75929
45.9,9.75892
45.916667,9.75872
45.933333,9.7586
45.95,9.75866
45.966667,9.75882
45.983333,9.75867
46,9.75869
46.016667,9.76008
46.033333,9.7608
46.05,9.76049
46.066667,9.74938
46.083333,9.72805
46.1,9.70218
46.116667,9.67822
46.133333,9.673
46.15,9.67708
46.166667,9.68297
46.183333,9.69304
46.2,9.70781
46.216667,9.71611
46.233333,9.7206
46.25,9.72636
46.266667,9.73232
46.283333,9.73422
46.3,9.73536
46.316667,9.73643
46.333333,9.73748
46.35,9.73841
46.366667,9.73971
46.383333,9.74125
46.4,9.74235
46.416667,9.74336
46.433333,9.74438
46.45,9.74557
46.466667,9.74669
46.483333,9.74743
46.5,9.74804
46.516667,9.74867
46.533333,9.74925
46.55,9.74999
46.566667,9.7507
46.583333,9.75165
46.6,9.75201
46.616667,9.75226
46.633333,9.75245
46.65,9.7528
46.666667,9.75335
46.683333,9.75391
46.7,9.75429
46.716667,9.75479
46.733333,9.75514
46.75,9.75547
46.766667,9.75569
46.783333,9.75587
46.8,9.75615
46.816667,9.75643
46.833333,9.75647
46.85,9.75671
46.866667,9.75722
46.883333,9.7574
46.9,9.75687
46.916667,9.75688
46.933333,9.75684
46.95,9.75686
46.966667,9.75681
46.983333,9.75714
47,9.75715
47.016667,9.75693
47.033333,9.75697
47.05,9.75685
47.066667,9.75704
47.083333,9.75714
47.1,9.75696
47.116667,9.75731
47.133333,9.75698
47.15,9.75693
47.166667,9.75694
47.183333,9.75699
47.2,9.75691
47.216667,9.75678
47.233333,9.75637
47.25,9.75605
47.266667,9.75595
47.283333,9.75599
47.3,9.7557
47.316667,9.75554
47.333333,9.75525
47.35,9.75553
47.366667,9.75579
47.383333,9.75582
47.4,9.75569
47.416667,9.75585
47.433333,9.75555
47.45,9.75523
47.466667,9.75494
47.483333,9.75484
47.5,9.75529
47.516667,9.75555
47.533333,9.75568
47.55,9.75586
47.566667,9.75614
47.583333,9.75631
47.6,9.75593
47.616667,9.75598
47.633333,9.75625
47.65,9.7562
47.666667,9.75636
47.683333,9.75642
47.7,9.75632
47.716667,9.75651
47.733333,9.75665
47.75,9.75699
47.766667,9.75711
47.783333,9.75697
47.8,9.7567
47.816667,9.75642
47.833333,9.75638
47.85,9.75658
47.866667,9.75672
47.883333,9.75675
47.9,9.75664
47.916667,9.7566
47.933333,9.75667
47.95,9.75643
47.966667,9.75673
47.983333,9.75701
48,9.75695
48.016667,9.7569
48.033333,9.75682
48.05,9.75689
48.066667,9.75699
48.083333,9.75697
48.1,9.75702
48.116667,9.75728
48.133333,9.75739
48.15,9.7573
48.166667,9.75713
48.183333,9.75716
48.2,9.75714
48.216667,9.75707
48.233333,9.757
48.25,9.75695
48.266667,9.75687
48.283333,9.75704
48.3,9.75724
48.316667,9.75729
48.333333,9.75726
48.35,9.75724
48.366667,9.75721
48.383333,9.75707
48.4,9.75711
48.416667,9.75717
48.433333,9.75697
48.45,9.75692
48.466667,9.75697
48.483333,9.75673
48.5,9.75661
48.516667,9.75697
